白白	8844
白板	47291
白报纸	51706
白璧微瑕	51707
白璧无瑕	54652
白菜	11341
白茬儿	43361
白吃	23684
白痴	24817
白炽灯	33478
白搭	29080
白大褂	22086
白带	50471
白道	53588
白地	36773
白癜风	47918
白丁	42124
白垩	36596
白发	10858
白饭	40952
白费	18266
白费蜡	54122
白粉	20929
白粉病	45498
白干儿	44904
白宫	7729
白骨	27261
白骨精	43827
白鹳	42851
白果	35033
白鹤	22862
白喉	34147
白狐	50853
白虎	32468
白花	18492
白花花	20930
白话	12403
白桦	26309
白化病	54653
白话诗	36096
白话文	21891
白晃晃	44073
白灰	27339
白金	25395
白金汉宫	39236
白净	19798
白酒	12749
白驹过隙	51259
白卷	47919
白开水	27991
白蜡	41642
白兰地	25119
白兰瓜	46665
白兰花	43586
白梨	47594
白痢	55570
白鲢	46380
白脸	19013
白领	18525
白露	34434
白鹭	18267
白马王子	36422
白茫茫	19871
白蒙蒙	48607
白米	32965
白面	14869
白面儿	27758
白面书生	39454
白描	28986
白沫	27340
白木耳	54123
白内障	16441
白嫩	26245
白胖	37311
白皮书	13830
白皮松	42125
白旗	22256
白鳍豚	33082
白饶	48608
白热	44326
白热化	23104
白人	10683
白刃	38630
白日	16983
白日梦	33216
白日做梦	45198
白肉	40295
白润	52607
白色恐怖	27262
白色垃圾	43828
白色污染	29494
白生生	39455
白食	48255
白事	40296
白手起家	25180
白薯	21341
白水	26800
白糖	21415
白天	1983
白天鹅	25606
白条	15500
白条猪	55571
白条子	51260
白铁	45801
白铁皮	55091
白厅	51708
白头	44327
白头翁	48996
白头偕老	36423
白玩儿	50854
白文	42634
白皙	18358
白细胞	20073
白熊	47595
白血病	15732
白眼	16961
白眼儿狼	55092
白眼珠	46381
白杨	17245
白药	36597
白夜	39456
白衣天使	18385
白蚁	21995
白银	15383
白玉	27433
白玉兰	34008
白云	7092
白斩鸡	52608
白纸	11882
白芷	49708
白纸黑字	31820
白种人	38047
白昼	18865
白浊	54124
白字	33217
白族	17650
百战百胜	35322
百	459
百般	16593
百宝箱	39866
百倍	16861
百病	29081
百步穿杨	48609
百尺竿头	37312
百儿八十	45499
百发百中	41173
百废待兴	28438
百分	19764
百分比	22715
百分点	3637
百分率	55093
百分数	50472
百分之百	10808
百分制	37670
百感交集	24932
百官	9724
百合	19418
百合花	31483
百花奖	35776
百花齐放	13781
百货	14669
百家姓	32208
百家争鸣	18233
百科全书	18980
百孔千疮	45199
百口莫辩	51709
百里挑一	39457
百灵	23353
百忙	32721
百年	3583
百年不遇	24678
百年大计	28082
百日	16120
百日咳	44603
百事通	50473
百思不解	46983
百万	3798
百闻不如一见	36097
百无禁忌	46382
百无聊赖	28899
百姓	1517
百业	24872
百叶	41405
百叶窗	38048
百依百顺	33725
百战不殆	42126
百折不回	42852
百折不挠	18683
百褶裙	43587
佰	30244
柏	16781
柏树	19838
柏油	21469
柏油路	19076
摆阔	40298
摆脱	2803
摆	951
摆布	15558
摆荡	48997
摆动	13211
摆渡	27992
摆放	9950
摆架子	31261
摆件	53112
摆酒	41406
摆擂台	48610
摆列	40080
摆龙门阵	45802
摆弄	15576
摆平	24873
摆谱儿	41870
摆设	43588
摆设	12693
摆摊儿	46666
摆样子	41174
摆正	17838
摆子	36774
败	2560
败北	21252
败笔	34576
败兵	39458
败草	51261
败毒	55850
败坏	10474
败火	48998
败绩	24157
败家	36098
败家子	28439
败将	38631
败局	31377
败军	36775
败类	24481
败露	26801
败落	33610
败诉	17651
败退	23354
败亡	28440
败象	53113
败兴	32347
败絮	42635
败血症	39661
败叶	38834
败仗	18139
败阵	39038
拜	3985
拜把子	46090
拜别	43119
拜辞	40299
拜倒	33726
拜读	27759
拜访	9613
拜佛	28245
拜服	46667
拜官	50076
拜贺	43589
拜会	18195
拜见	24264
拜金	39662
拜金主义	19446
拜客	46984
拜领	48256
拜年	9360
拜请	54125
拜师	26246
拜寿	30891
拜堂	36776
拜天地	42636
拜托	18887
拜望	34910
拜物教	53589
拜谢	21562
拜谒	21136
稗草	46668
稗官野史	54654
稗子	44074
扳	10274
扳倒	37127
扳道	53114
扳动	44905
扳机	29818
扳手	38215
扳子	53115
班	961
班轮	34911
班禅	13017
班长	4376
班车	15461
班次	22975
班底	34148
班房	35470
班会	31262
班机	20846
班级	12475
班门弄斧	43362
班期	48999
班师	20801
班主任	8725
班子	3511
班组	14075
般	1222
般配	31821
颁发	4479
颁布	3337
颁奖	6394
颁行	30245
斑鸠	32966
斑	13681
斑白	26948
斑斑	15117
斑驳	17839
斑驳陆离	46383
斑点	22976
斑痕	44604
斑斓	20893
斑马	29082
斑马线	34274
斑蝥	54126
斑秃	54655
斑纹	41175
斑竹	45200
搬	2305
搬兵	50855
搬家	9477
搬弄	41176
搬迁	6229
搬移	49354
搬用	39039
搬运	12281
瘢痕	42127
癍	51710
板	1923
板报	27672
板壁	26724
板擦儿	46985
板材	23519
板床	40300
板凳	10200
板房	49709
板斧	35938
板胡	47920
板结	29927
板块	10392
板蓝根	36424
板栗	14020
板脸	50077
板铺	51262
板球	41177
板上钉钉	42128
板式	49355
板书	40510
板刷	49356
板条	46986
板鸭	42637
板牙	44075
板眼	27178
板油	50078
板障	51263
板滞	50079
板子	17127
版	1115
版本	8413
版次	6527
版画	14170
版面	11358
版权	8859
版权页	47596
版式	30892
版税	31004
版图	15697
办事处	4832
办	261
办案	4426
办报	18234
办差	51264
办法	273
办公	3210
办公楼	9134
办公室	831
办公厅	4746
办公桌	10889
办货	44328
办理	1802
办事	1775
办事员	22198
办学	3944
办罪	53116
半边天	26508
半酣	36944
半票	39867
半	285
半百	32085
半半拉拉	55572
半饱	40953
半辈子	21792
半边	15991
半成品	21509
半大不小	50856
半岛	6339
半导体	9461
半道	41407
半点儿	10975
半吊子	49710
半封建	16391
半官方	47597
半价	27993
半截	11257
半斤八两	44906
半径	12187
半决赛	6782
半空	13299
半老徐娘	44076
半路	16942
半路出家	41643
半瓶醋	54656
半坡	37128
半球	22660
半山腰	24874
半身不遂	34149
半身像	41644
半生	18169
半生不熟	39237
半世	37313
半数	8669
半死	21416
半死不活	30574
半天	10650
半透明	28246
半途	19297
半途而废	25396
半推半就	38216
半脱产	55573
半文盲	32967
半新不旧	43829
半信半疑	20647
半休	54127
半袖	50857
半腰	40301
半夜	6590
半夜三更	23304
半圆	26802
半圆形	30575
半月刊	20430
半月形	43830
半载	26178
半殖民地	13929
半中间	50858
半中腰	52137
半子	51265
半自动	45500
伴	5204
伴唱	39040
伴读	50474
伴郎	49000
伴侣	14953
伴娘	37842
伴随	4630
伴同	49001
伴舞	33218
伴音	49357
伴游	43363
伴有	17626
伴奏	13058
扮	10508
扮酷	54128
扮相	31133
扮演	5444
扮装	54129
扮作	36945
拌	11672
拌和	32588
拌料	51711
拌种	50859
拌嘴	28795
绊	12776
绊倒	27760
绊儿	47921
绊脚	45803
绊脚石	25873
绊马索	50860
绊子	44605
瓣儿	35471
瓣膜	35623
邦交	10179
邦联	38049
帮规	54657
帮佣	48257
帮	889
帮办	28796
帮补	53590
帮衬	41408
帮厨	40511
帮倒忙	46669
帮扶	4894
帮工	24744
帮会	39041
帮教	10563
帮困	16121
帮忙	4496
帮派	33869
帮腔	32862
帮手	15807
帮闲	31378
帮凶	25685
帮主	51266
帮助	423
帮子	24875
梆硬	52138
梆子	8363
绑架	7606
绑	7942
绑带	48258
绑匪	30359
绑缚	46384
绑票	30893
绑腿	37843
绑扎	40081
榜	11236
榜首	13006
榜书	50475
榜文	50476
榜样	5483
膀	20620
膀臂	47292
膀大腰圆	47922
膀子	13285
蚌	25874
蚌壳	39459
傍	12168
傍晚	5349
傍午	55575
傍依	54658
棒	5435
棒操	55094
棒槌	23468
棒打鸳鸯	50861
棒喝	36425
棒球	18981
棒糖	52609
棒针	55574
棒子	17606
棒子面	40082
磅	17246
磅秤	40726
镑	20431
包容	13725
包圆儿	55576
包	884
包办	13845
包庇	15478
包藏	32863
包产	35163
包场	46670
包抄	30136
包车	28441
包打天下	37844
包打听	41178
包饭	38835
包房	25120
包袱	5598
包袱皮儿	39460
包干儿	15524
包工	29385
包公	24745
包工头	21096
包管	35472
包裹	10133
包含	3820
包涵	24417
包换	46987
包活儿	48611
包伙	55095
包机	9519
包间	34009
包金	47598
包括	488
包揽	11703
包罗	38050
包罗万象	31822
包赔	49358
包皮	36946
包片儿	33727
包票	49359
包身工	53117
包退	48259
包围	5032
包围圈	31263
包厢	15277
包销	25945
包心菜	52139
包修	39238
包养	45501
包月	30894
包孕	50862
包蕴	52610
包扎	17736
包装	4013
包装箱	38421
包装纸	36947
包子	13171
包租	41645
孢子	15908
苞	22563
胞弟	36099
胞姐	54130
胞妹	44077
胞兄	45201
胞兄弟	53591
胞衣	51712
煲	24482
龅牙	55096
褒贬	24361
褒贬	42638
褒词	55851
褒奖	20648
褒扬	25316
剥皮	28987
炮	17993
雹灾	44907
雹子	45804
薄	1679
薄饼	40954
薄脆	50863
宝地	23210
宝岛	23014
宝	3155
宝宝	15032
宝贝	7423
宝贝疙瘩	50081
宝刹	54659
宝刀	29180
宝典	37314
宝殿	47599
宝盖儿	52140
宝贵	2851
宝号	53592
宝剑	14977
宝眷	51267
宝库	12247
宝蓝	48612
宝山	22041
宝石	13350
宝书	49711
宝塔	18140
宝物	21838
宝玉	22306
宝藏	19269
宝珠	11598
宝座	13528
饱	4431
饱餐	28797
饱尝	22481
饱嗝儿	39663
饱含	12354
饱和	9935
饱经	28798
饱经沧桑	32086
饱经风霜	32864
饱览	29179
饱满	9068
饱食终日，无所用心	52611
饱受	12943
饱学	43590
饱眼福	45502
饱胀	50080
保温杯	46671
保险	1743
保甲	31708
保温瓶	42372
保举	37315
保鲜	14234
保全	8424
保鲜袋	55577
保送	25001
保鲜剂	44606
保险带	48261
保险单	32469
保险灯	53118
保险法	23734
保	981
保安	6348
保安族	52141
保本	31005
保镖	17523
保不定	41179
保不住	24552
保藏	31823
保持	589
保存	3177
保单	17436
保底	37486
保管	8767
保管员	28696
保护	516
保护国	43364
保护价	15384
保护人	27025
保护伞	12488
保护色	43831
保皇	34010
保价	35164
保驾	21049
保驾护航	27761
保荐	25467
保健	4511
保健操	42129
保健品	13418
保健站	43591
保洁	16364
保龄球	16091
保留	2760
保媒	48260
保密	7695
保苗	38632
保命	40512
保姆	7365
保暖	15501
保票	37129
保人	36948
保墒	32968
保释	33870
保收	30137
保守	6675
保守派	25608
保守主义	28799
保税仓库	48613
保税区	15828
保胎	54131
保外就医	30576
保卫	3614
保温	15623
保险柜	26657
保险期	46988
保险丝	35165
保险套	54132
保险系数	45805
保险箱	32209
保修	24483
保养	12317
保有	18949
保佑	12125
保育	32470
保育员	38633
保育院	46989
保障	1343
保真	47923
保证	768
保证金	12450
保证人	24679
保证书	30360
保值	12935
保质保量	46091
保质期	26949
保种	54660
保重	16221
保准	31709
鸨儿	54133
鸨母	39868
堡	3361
堡垒	9719
报应	17149
报话机	47600
报忧	25875
报幕员	52612
报怨	28161
报送	11414
报载	17860
报效	12881
报站	53594
报章	24553
报账	28083
报纸	1253
报	438
报案	13378
报表	12914
报偿	36598
报呈	54661
报仇	10869
报酬	5573
报春花	40302
报答	11933
报单	47293
报到	10224
报道	1001
报德	33871
报端	21510
报恩	27588
报废	10422
报复	5209
报告	391
报告会	5938
报告文学	9876
报功	30246
报关	12476
报馆	14654
报国	12525
报价	16092
报捷	26950
报界	29386
报警	8325
报警器	30138
报刊	3474
报考	8850
报名	4371
报幕	44329
报批	16782
报请	18708
报人	37487
报丧	35624
报社	6142
报审	49360
报失	53593
报时	41646
报数	43365
报摊	32589
报亭	36599
报童	40955
报头	36949
报务	48614
报务员	43832
报喜	18734
报销	8146
报晓	32722
报信	26310
报修	40083
报验	47924
报业	23909
抱	1490
抱病	27831
抱不平	26377
抱残守缺	41180
抱佛脚	35777
抱负	14530
抱憾	39239
抱恨	49002
抱恨终天	53119
抱愧	43366
抱歉	11191
抱屈	40956
抱拳	29819
抱头鼠窜	39664
抱团儿	49361
抱窝	52613
抱养	40513
抱怨	6343
豹子	14655
鲍	14150
鲍鱼	28800
暴政	30682
暴	7389
暴毙	49003
暴病	39665
暴跌	23015
暴动	14745
暴发	11985
暴发户	24362
暴风	33479
暴风雪	20074
暴风雨	17063
暴风骤雨	32723
暴富	26658
暴君	30577
暴力	3518
暴利	19183
暴戾	33219
暴戾恣睢	54662
暴敛	42853
暴烈	33083
暴露	3938
暴乱	25181
暴怒	30681
暴虐	27762
暴晒	35473
暴尸	49362
暴死	40303
暴殄天物	45806
暴跳	31134
暴跳如雷	33220
暴突	46385
暴徒	23469
暴行	14723
暴饮暴食	51713
暴雨	6441
暴躁	17652
暴涨	20847
爆米花	41181
爆竹	9415
爆	7776
爆炒	40304
爆肚儿	46990
爆发	3108
爆发力	32348
爆冷	28442
爆冷门	36600
爆裂	22772
爆满	16771
爆棚	52614
爆破	12507
爆破手	55578
爆破筒	51268
爆炸	2551
爆炸力	52142
爆炸物	20978
爆炸性	31135
爆仗	53120
刨	23735
刨冰	49712
刨床	54134
刨花	44607
刨花板	44078
刨食	37576
刨子	15992
曝光	7269
卑鄙	13831
卑躬屈膝	46991
卑贱	30578
卑劣	18526
卑怯	37316
卑琐	42130
卑微	22661
卑污	40084
卑下	33480
杯盏	46386
杯中物	48615
杯子	8617
杯	977
杯弓蛇影	50477
杯盘狼藉	46092
杯赛	8808
杯水车薪	29606
悲惨	8869
悲	5857
悲哀	5572
悲愁	39042
悲楚	48616
悲怆	19388
悲悼	34577
悲愤	13083
悲歌	29181
悲观	9652
悲观主义	38634
悲号	40305
悲欢离合	25121
悲剧	3849
悲苦	23685
悲凉	15443
悲悯	27908
悲鸣	33221
悲凄	45504
悲戚	29083
悲泣	32210
悲切	36260
悲秋	42374
悲伤	9703
悲声	28341
悲思	53596
悲酸	45505
悲叹	29084
悲啼	46672
悲天悯人	33611
悲恸	29293
悲痛	7855
悲痛欲绝	30020
悲喜剧	33362
悲咽	51714
悲壮	10550
碑亭	46387
碑文	19613
碑座	50479
碑	6479
碑额	53597
碑记	41871
碑碣	50478
碑刻	34275
碑林	34435
碑铭	41872
碑身	53121
碑石	36100
碑拓	55580
碑帖	38635
背	3930
背包袱	45202
背带	35166
背带裤	54663
背带裙	55579
背篼	38836
背负	18577
背黑锅	45503
背筐	53595
背篓	29292
背头	41182
背债	51269
北非	20075
北极熊	36950
北齐	30021
北周	35167
北回归线	33363
北汉	31710
北极	12344
北	583
北半球	18105
北边	14680
北冰洋	29085
北部	3505
北朝	26109
北极光	44608
北斗	24363
北斗星	36101
北伐	14724
北方	1878
北极狐	47294
北极圈	36426
北方话	46673
北房	33222
北极星	33364
北风	7641
北国	16752
北疆	33223
北京	141
北京时间	11444
北京鸭	44908
北京猿人	35778
北麓	29607
北美洲	22042
北面	16783
北欧	13542
北曲	48617
北上	8972
北宋	14631
北头	40727
北纬	17085
北魏	20432
北温带	55581
北洋军阀	22442
北约	3837
贝	8702
贝雕	53122
贝壳	22482
贝雷帽	42375
贝类	21511
贝母	45807
备	3169
备案	6180
备办	37488
备不住	55582
备查	37489
备饭	52143
备份	22526
备耕	17064
备荒	37845
备货	49713
备件	36102
备考	28247
备课	20465
备料	42376
备马	41647
备品	46674
备受	7863
备忘	55583
备忘录	8530
备悉	53598
备用	16275
备有	21512
备员	50864
备战	7241
备至	29608
备置	50082
备注	49004
背心	12308
背	1705
背包	13300
背部	21839
背道而驰	16237
背地里	22443
背对背	45808
背风	32969
背光	44609
背后	2249
背景	1831
背井离乡	27832
背静	51715
背靠背	38636
背离	11959
背面	14632
背囊	42373
背叛	11068
背鳍	55097
背弃	23785
背人	40306
背时	38837
背书	29294
背水一战	29086
背诵	14045
背信弃义	39666
背阴	43120
背影	8128
背约	44909
背运	45203
钡	9532
倍率	46992
倍	973
倍感	22087
倍加	13726
倍受	28801
倍数	30139
倍增	17406
悖论	23786
悖谬	48262
悖逆	38838
被单	21996
被面	33612
被	39
被捕	8203
被刺	30477
被动	5443
被服	33365
被俘	17706
被覆	47295
被告	4582
被害	16547
被害人	16238
被控	32865
被里	37130
被难	44910
被迫	5410
被褥	12882
被套	40085
被头	37131
被窝儿	10302
被絮	55098
被罩	37846
被子	6656
焙	17065
焙干	55584
辈	6289
辈出	22916
辈分	33481
辈数儿	48618
辈子	9022
蓓蕾	39043
呗	9266
奔	2611
奔波	9023
奔驰	9600
奔窜	40728
奔放	15220
奔赴	8488
奔流	16093
奔忙	23847
奔跑	9556
奔丧	30022
奔逃	26028
奔腾	11693
奔突	36951
奔袭	31824
奔泻	46093
奔涌	20931
奔逐	54664
奔走	9795
奔走呼号	32590
奔走相告	29387
贲门	51270
锛	36103
锛子	50865
本能	6840
本市	7349
本县	15052
本月	5110
本	115
本本主义	28599
本部	20562
本埠	40307
本册	55099
本当	35034
本岛	51271
本地	3102
本分	18456
本该	15158
本国	4696
本行	23976
本籍	53123
本家	33613
本届	3479
本金	17297
本就	8275
本科	7198
本科生	12675
本来	1237
本利	42854
本领	4304
本名	41648
本命年	43121
本末	34276
本末倒置	33482
本年	32591
本票	45204
本钱	12836
本人	2423
本日	36261
本色	8059
本色	23848
本身	1302
本省	11916
本事	3668
本事	51716
本题	35625
本体	14531
本土	8225
本位	24106
本位主义	32349
本文	7627
本息	16917
本相	34736
本校	17627
本心	29388
本性	10014
本业	42855
本义	29389
本意	12126
本源	29928
本愿	55100
本章	19654
本着	5184
本职	15852
本旨	43592
本质	1980
本主儿	2334
本子	9298
本字	52144
本族	30895
奔	2827
奔命	39240
奔头儿	29087
笨	8211
笨伯	45205
笨蛋	28248
笨活儿	55585
笨鸟先飞	50866
笨手笨脚	37490
笨头笨脑	53599
笨重	19839
笨拙	15909
崩	8533
崩解	44330
崩溃	9152
崩裂	41183
崩落	53124
崩盘	47601
崩塌	24818
崩坍	54665
绷	14002
绷带	20932
绷子	49005
嘣	26110
甭	6393
绷脸	53600
泵	12055
泵站	25946
迸	12867
迸发	15646
迸溅	45809
迸裂	43122
蹦	6463
蹦床	55101
蹦高	49714
蹦极	35168
蹦跳	28600
逼	2473
逼供	17886
逼供信	52145
逼和	40957
逼婚	54135
逼近	10859
逼良为娼	48619
逼迫	13799
逼抢	43833
逼人	10710
逼上梁山	38422
逼使	40729
逼视	29390
逼问	33483
逼债	43593
逼真	13800
荸荠	37847
鼻腔	22142
鼻翼	31825
鼻	7691
鼻翅	47602
鼻窦	51272
鼻窦炎	46993
鼻儿	52615
鼻尖	18735
鼻孔	11116
鼻梁	14550
鼻青脸肿	34011
鼻塞	45810
鼻涕	12016
鼻头	30683
鼻息	29295
鼻血	35626
鼻烟	35627
鼻烟壶	36601
鼻炎	36952
鼻音	34012
鼻子	3537
鼻子眼儿	36602
鼻祖	35323
匕首	16276
比方	12382
比例尺	23105
比	98
比比皆是	15577
比不上	15462
比得上	27511
比分	5840
比附	40730
比划	17327
比基尼	42377
比及	46994
比价	14870
比肩	26029
比较	321
比例	1770
比量	40514
比邻	30140
比率	14134
比美	49715
比目鱼	42378
比拟	14419
比丘	41649
比丘尼	46094
比如	1214
比赛	899
比试	28601
比武	16094
比兴	44610
比翼	31711
比翼鸟	50083
比翼齐飞	38839
比喻	8194
比照	21217
比值	22917
比重	3216
比作	17191
彼	5562
彼岸	13444
彼此	2165
秕谷	55102
笔债	51273
笔	735
笔触	19690
笔底下	50084
笔调	24876
笔端	29820
笔伐	39869
笔法	19212
笔锋	29391
笔杆儿	23910
笔杆子	33484
笔耕	36104
笔管	42856
笔画	19548
笔会	21793
笔迹	19270
笔记	8360
笔记本	7971
笔记本电脑	18552
笔架	38051
笔尖	28988
笔力	33084
笔立	55103
笔录	21563
笔帽	45206
笔名	18106
笔墨	8727
笔墨官司	49363
笔势	47603
笔试	18553
笔顺	49716
笔算	54136
笔谈	24819
笔套	53602
笔体	52146
笔挺	24364
笔筒	32471
笔头儿	30247
笔误	44079
笔洗	52147
笔下	9010
笔形	53603
笔译	50085
笔意	40515
笔友	54666
笔战	51274
笔者	3032
笔直	12394
笔走龙蛇	49717
鄙视	16573
鄙薄	30361
鄙见	54137
鄙陋	46388
鄙弃	34578
